,0,1,2,adult,budget,credits,imdbId,movieId,overview,popularity,production_countries,release_date,revenue,runtime,tmdbId,vote_average
85,86,White Squall (1996),Adventure|Drama,0.0,38000000.0,Ridley Scott,118158.0,86.0,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,6.542000000000002,United States of America,1996-02-02,10300000.0,129.0,10534.0,6.3
86,87,Dunston Checks In (1996),Children's|Comedy,0.0,16000000.0,Ken Kwapis,116151.0,87.0,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",5.634,United States of America,1996-01-12,0.0,88.0,17414.0,5.1
87,88,Black Sheep (1996),Comedy,0.0,0.0,Penelope Spheeris,115697.0,88.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",7.473,United States of America,1996-02-01,32.0,87.0,13997.0,6.1
88,89,Nick of Time (1995),Action|Thriller,0.0,8169363.0,John Badham,113972.0,89.0,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",7.232,United States of America,1995-11-22,8175346.0,90.0,2086.0,6.1
89,90,"Journey of August King, The (1995)",Drama,0.0,0.0,John Duigan,113490.0,90.0,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",0.6809999999999999,United States of America,1995-09-14,0.0,91.0,61548.0,6.7
90,92,Mary Reilly (1996),Drama|Thriller,0.0,47000000.0,Christopher Hampton,117002.0,92.0,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",8.435,United States of America,1996-02-23,12379402.0,104.0,9095.0,5.8
91,93,Vampire in Brooklyn (1995),Comedy|Romance,0.0,14000000.0,Wes Craven,114825.0,93.0,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",8.523,United States of America,1995-10-26,19800000.0,100.0,12158.0,4.7
92,94,Beautiful Girls (1996),Drama,0.0,0.0,Ted Demme,115639.0,94.0,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",8.805,United States of America,1996-02-09,0.0,112.0,9283.0,6.8
93,95,Broken Arrow (1996),Action|Thriller,0.0,50000000.0,Graham Yost,115759.0,95.0,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",9.506,United States of America,1996-02-09,150270147.0,108.0,9208.0,5.9
94,96,In the Bleak Midwinter (1995),Comedy,0.0,0.0,Kenneth Branagh,113403.0,96.0,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",2.236,United Kingdom,1995-12-01,0.0,99.0,40154.0,7.5
95,97,"Hate (Haine, La) (1995)",Drama,0.0,2600000.0,Mathieu Kassovitz,113247.0,97.0,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said - a Jew, African, and an Arab - give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point.",10.347,France,1995-05-31,15300000.0,98.0,406.0,8.0
96,98,Shopping (1994),Action|Thriller,0.0,0.0,Paul W.S. Anderson,111173.0,98.0,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",2.8560000000000003,United Kingdom,1994-12-06,0.0,105.0,45549.0,6.1
97,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0.0,0.0,Nick Broomfield,113283.0,99.0,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.741,United Kingdom,1995-12-27,0.0,106.0,63076.0,7.4
98,100,City Hall (1996),Drama|Thriller,0.0,0.0,Harold Becker,115907.0,100.0,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",7.466,United States of America,1996-02-16,0.0,111.0,11062.0,6.1
99,101,Bottle Rocket (1996),Comedy,,,,115734.0,101.0,"Three friends plan to pull off a simple robbery and go on the run.
",,,,,,13685.0,
100,102,Mr. Wrong (1996),Comedy,,,,117102.0,102.0,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.
",,,,,,47475.0,
101,103,Unforgettable (1996),Thriller,,,,118040.0,103.0,"Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....
",,,,,,2045.0,
102,104,Happy Gilmore (1996),Comedy,,,,116483.0,104.0,"A rejected hockey player puts his skills to the golf course to save his grandmother's house.
",,,,,,9614.0,
103,105,"Bridges of Madison County, The (1995)",Drama|Romance,,,,112579.0,105.0,"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.
",,,,,,688.0,
104,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,,,,110251.0,106.0,"None
",,,,,,11907.0,
105,107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,,,,117110.0,107.0,"The Muppets' twist on the classic tale.
",,,,,,10874.0,
106,108,Catwalk (1995),Documentary,,,,,,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...
",,,,,,,
107,109,Headless Body in Topless Bar (1995),Comedy,0.0,0.0,James Bruce,113276.0,109.0,An ex-con holds a group of people hostage in a topless bar.,0.6,,1995-05-20,0.0,110.0,96357.0,0.0
108,110,Braveheart (1995),Action|Drama|War,0.0,72000000.0,Randall Wallace,112573.0,110.0,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",21.313,United States of America,1995-05-24,210000000.0,178.0,197.0,7.9
109,111,Taxi Driver (1976),Drama|Thriller,0.0,1300000.0,Martin Scorsese,75314.0,111.0,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",16.073,United States of America,1976-02-07,28262574.0,114.0,103.0,8.2
110,112,Rumble in the Bronx (1995),Action|Adventure|Crime,,,,,,"A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.
",,,,,,,
111,113,Before and After (1996),Drama|Mystery,0.0,35000000.0,Barbet Schroeder,115645.0,113.0,Two parents deal with the effects when their son is accused of murdering his girlfriend.,6.234,United States of America,1996-02-23,0.0,108.0,43566.0,6.1
112,114,Margaret's Museum (1995),Drama,0.0,0.0,Mort Ransen,113774.0,114.0,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",1.355,Canada,1995-09-13,0.0,114.0,71754.0,6.3
113,115,Happiness Is in the Field (1995),Comedy,,,,,,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend ...
",,,,,,,
114,116,Anne Frank Remembered (1995),Documentary,0.0,0.0,Jon Blair,112373.0,116.0,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift",1.083,Netherlands,1995-06-08,1.0,117.0,51352.0,8.4
115,117,"Young Poisoner's Handbook, The (1995)",Crime,0.0,0.0,Benjamin Ross,115033.0,117.0,"A sinister tale of genius gone wrong, The Young Poisoner's Handbook chronicles a young man's descent into madness against the absurd backdrop of suburban English life. Hugh O'Conor plays Graham Young, a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder.",2.653,France,1995-01-20,0.0,99.0,16934.0,7.1
116,118,If Lucy Fell (1996),Comedy|Romance,0.0,0.0,Eric Schaeffer,116606.0,118.0,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",3.431,United States of America,1996-03-08,0.0,92.0,10324.0,4.8
